ULS01,1st-Ast,0.0,0.0,0.0,24736.449152563862,1.3861823541075149e-08,55389.2058574175
ULS01,1st-Cst,24.0,0.0,0.0,318.5958282034807,3.5202383628521574e-08,100995.76812700667
ULS01,1st-Est,48.0,0.0,0.0,-313.39380678274426,1.3969938520823994e-09,100987.82707214665
ULS01,1st-Gst,72.0,0.0,0.0,-24741.651173999762,-2.4500409810478955e-08,55416.22815748773
ULS02a,1st-Ast,0.0,0.0,0.0,36198.23828495348,-4.027716263532664e-08,76396.27892616444
ULS02a,1st-Cst,24.0,0.0,0.0,356.6386850162688,6.226760756610313e-08,144079.3090437646
ULS02a,1st-Est,48.0,0.0,0.0,-348.1564646991579,-3.4220481978069344e-08,144066.5959273887
ULS02a,1st-Gst,72.0,0.0,0.0,-36206.72050582639,6.486573019547777e-08,76436.60772153977
ULS02b,1st-Ast,0.0,0.0,0.0,31846.88506123607,9.748725261314682e-09,69916.56123639454
ULS02b,1st-Cst,24.0,0.0,0.0,421.0801693881795,1.0765866987265035e-07,159810.58319022763
ULS02b,1st-Est,48.0,0.0,0.0,-1430.8573004040395,-5.705908156266777e-08,158206.96283301775
ULS02b,1st-Gst,72.0,0.0,0.0,-30837.107931561135,-5.470638313157003e-08,63993.36429537326
ULS02c,1st-Ast,0.0,0.0,0.0,30824.266313232274,2.717740238158193e-09,63955.18739565298
ULS02c,1st-Cst,24.0,0.0,0.0,1443.094097696497,7.11944296184639e-08,158216.91855653422
ULS02c,1st-Est,48.0,0.0,0.0,-408.5744271720957,-1.5757867695330027e-08,159799.7526766912
ULS02c,1st-Gst,72.0,0.0,0.0,-31858.785983232992,-6.895626059319103e-08,69955.61292873704
ULS03a,1st-Ast,0.0,0.0,0.0,52060.540468802,-2.598396716711445e-08,129393.74764183948
ULS03a,1st-Cst,24.0,0.0,0.0,-77.45199016536769,-4.986724506852723e-08,256000.64921567193
ULS03a,1st-Est,48.0,0.0,0.0,-356.2273871759408,3.8380586084411894e-08,257002.6313420446
ULS03a,1st-Gst,72.0,0.0,0.0,-63493.0372684575,-3.470140438312941e-08,136525.13830740913
ULS03b,1st-Ast,0.0,0.0,0.0,45405.89014543547,3.4178162005070134e-09,97793.31921253791
ULS03b,1st-Cst,24.0,0.0,0.0,-17.89166178816929,7.954326124464384e-09,194318.52398299842
ULS03b,1st-Est,48.0,0.0,0.0,-655.4945514461405,-1.656443997487771e-08,194600.9005945523
ULS03b,1st-Gst,72.0,0.0,0.0,-59282.69614041249,2.071034063610233e-08,105740.93949741416
ULS03e,1st-Ast,0.0,0.0,0.0,37590.100266655914,2.9159676209519172e-08,108044.16276114844
ULS03e,1st-Cst,24.0,0.0,0.0,406.6595164953813,2.3299182983878443e-08,306985.51663260063
ULS03e,1st-Est,48.0,0.0,0.0,-3184.564563869002,-6.596042770477203e-09,301792.83589231997
ULS03e,1st-Gst,72.0,0.0,0.0,-46678.371395987466,-2.985102360210723e-08,97135.42763753091
ULS03f,1st-Ast,0.0,0.0,0.0,31245.2735608228,-8.994393796818284e-08,76824.5227141585
ULS03f,1st-Cst,24.0,0.0,0.0,318.03894451141537,6.693875773469094e-10,244914.63210222626
ULS03f,1st-Est,48.0,0.0,0.0,-3725.170214800881,5.8549354606867175e-08,239641.68658586915
ULS03f,1st-Gst,72.0,0.0,0.0,-42388.334862390315,3.023984895577842e-08,66108.61202803843
ULS03g,1st-Ast,0.0,0.0,0.0,46639.35366683754,-5.5542460652811664e-08,97059.15618326148
ULS03g,1st-Cst,24.0,0.0,0.0,3221.693130178628,-4.103315256258415e-08,301819.8002164655
ULS03g,1st-Est,48.0,0.0,0.0,-367.66454062678,-2.654502883473751e-08,306956.66641489544
